ID,Year,Event,Date,Week Num,Week Show,P/S/F,Perf,School Full,State,MPI,MPE,Mus Avg,VPI,VPE,Vis Avg,MGE1,MGE2,MGE Tot,VGE,GE Tot,Subtotal,Pen,Total,Place: Class,Class,Place: Panel,Place: Overall,Semis/Finals?,GN Finals?,Show Concat,SchoolConcat,MPI Rank,MPE Rank,Mus Avg Rank,VPI Rank,VPE Rank,Vis Avg Rank,MGE1 Rank,MGE2 Rank,MGE Tot Rank,VGE Rank,GE Tot Rank,Subtotal Rank,Total Rank
85,2024,Iowa Regional,9/28/2024,3,30.00,Prelims,21,"Grand Rapids H.S., MN",MN,10.900,12.000,11.450,12.400,13.100,12.750,11.600,13.600,25.200,12.500,37.700,61.900,0,61.900,6,AA,,16,,,,"Grand Rapids H.S., MN61.9",20,16,17,14,16,16,19,12,16,14,14,16,16
86,2024,Iowa Regional,9/28/2024,3,30.00,Prelims,6,"Naperville Central H.S., IL",IL,11.600,12.200,11.900,12.700,14.000,13.350,12.000,13.300,25.300,11.200,36.500,61.750,0,61.750,9,AAA,,17,,,,"Naperville Central H.S., IL61.75",16,15,15,13,11,13,16,15,15,16,17,17,17
87,2024,Iowa Regional,9/28/2024,3,30.00,Prelims,7,"Gretna H.S., NE",NE,10.800,11.900,11.350,12.000,13.000,12.500,11.800,13.400,25.200,10.900,36.100,59.950,0,59.950,7,AA,,18,,,,"Gretna H.S., NE59.95",21,17,18,18,17,18,17,14,16,18,18,18,18
88,2024,Iowa Regional,9/28/2024,3,30.00,Prelims,14,"Muscatine H.S., IA",IA,12.200,10.400,11.300,11.900,11.700,11.800,12.100,12.300,24.400,10.200,34.600,57.700,0,57.700,8,AA,,19,,,,"Muscatine H.S., IA57.7",13,21,19,19,20,19,15,20,19,21,19,19,19
89,2024,Iowa Regional,9/28/2024,3,30.00,Prelims,10,"Geneseo H.S., IL",IL,11.000,11.000,11.000,10.900,12.500,11.700,11.700,12.500,24.200,10.400,34.600,57.300,0,57.300,2,A,,20,,,,"Geneseo H.S., IL57.3",19,20,21,21,19,20,18,19,20,20,19,20,20
90,2024,Iowa Regional,9/28/2024,3,30.00,Prelims,2,"Omaha Burke H.S., NE",NE,11.200,11.400,11.300,11.000,11.100,11.050,10.800,11.100,21.900,10.700,32.600,54.950,0,54.950,9,AA,,21,,,,"Omaha Burke H.S., NE54.95",18,19,19,20,22,22,21,22,22,19,22,21,21
91,2024,Iowa Regional,9/28/2024,3,30.00,Prelims,17,"Cedar Rapids Jefferson H.S., IA",IA,10.700,10.200,10.450,10.700,11.500,11.100,10.700,12.000,22.700,10.100,32.800,54.350,0.3,54.050,10,AA,,22,,,,"Cedar Rapids Jefferson H.S., IA54.05",22,22,22,22,21,21,22,21,21,22,21,22,22
92,2024,North Houston Regional,9/28/2024,3,30.00,Prelims,11,"The Woodlands H.S., TX",TX,16.900,16.000,16.450,16.900,17.100,17.000,16.900,16.700,33.600,16.100,49.700,83.150,0,83.150,1,AAAA,,1,,,,"The Woodlands H.S., TX83.15",1,3,1,1,1,1,1,1,1,1,1,1,1
93,2024,North Houston Regional,9/28/2024,3,30.00,Prelims,24,"Cy-Fair H.S., TX",TX,16.700,16.100,16.400,16.600,16.800,16.700,16.000,16.000,32.000,15.600,47.600,80.700,0,80.700,2,AAAA,,2,,,,"Cy-Fair H.S., TX80.7",2,2,2,3,2,2,3,3,3,3,2,2,2
94,2024,North Houston Regional,9/28/2024,3,30.00,Prelims,22,"College Park H.S., TX",TX,16.600,15.500,16.050,16.700,16.200,16.450,16.100,15.800,31.900,15.700,47.600,80.100,0,80.100,3,AAAA,,3,,,,"College Park H.S., TX80.1",3,8,4,2,3,3,2,4,4,2,2,3,3
95,2024,North Houston Regional,9/28/2024,3,30.00,Prelims,5,"Clear Brook H.S., TX",TX,15.700,15.800,15.750,16.300,15.900,16.100,15.700,16.400,32.100,14.800,46.900,78.750,0.3,78.450,1,AAA,,4,,,,"Clear Brook H.S., TX78.45",7,5,6,5,4,4,5,2,2,11,4,4,4
96,2024,North Houston Regional,9/28/2024,3,30.00,Prelims,17,"Tomball Memorial H.S., TX",TX,16.200,15.900,16.050,16.400,15.200,15.800,15.600,15.200,30.800,15.100,45.900,77.750,0,77.750,4,AAAA,,5,,,,"Tomball Memorial H.S., TX77.75",5,4,4,4,7,5,6,8,6,8,7,5,5
97,2024,North Houston Regional,9/28/2024,3,30.00,Prelims,23,"Stephen F. Austin H.S., TX",TX,15.600,14.900,15.250,16.000,15.400,15.700,15.750,15.500,31.250,15.200,46.450,77.400,0,77.400,5,AAAA,,6,,,,"Stephen F. Austin H.S., TX77.4",8,14,10,7,6,6,4,6,5,7,5,6,6
98,2024,North Houston Regional,9/28/2024,3,30.00,Prelims,18,"Friendswood H.S., TX",TX,16.500,15.700,16.100,16.100,14.800,15.450,14.850,15.000,29.850,15.000,44.850,76.400,0,76.400,2,AAA,,7,,,,"Friendswood H.S., TX76.4",4,6,3,6,11,9,16,10,14,9,10,7,7
99,2024,North Houston Regional,9/28/2024,3,30.00,Prelims,2,"Klein Oak H.S., TX",TX,15.000,15.400,15.200,15.400,15.600,15.500,15.100,15.600,30.700,14.900,45.600,76.300,0,76.300,6,AAAA,,8,,,,"Klein Oak H.S., TX76.3",14,9,12,10,5,7,12,5,7,10,9,8,8
100,2024,North Houston Regional,9/28/2024,3,30.00,Prelims,7,"Cinco Ranch H.S., TX",TX,15.100,16.200,15.650,14.600,14.400,14.500,15.500,15.100,30.600,15.400,46.000,76.150,0,76.150,7,AAAA,,9,,,,"Cinco Ranch H.S., TX76.15",13,1,7,14,15,15,7,9,8,5,6,9,9
101,2024,North Houston Regional,9/28/2024,3,30.00,Prelims,14,"Dawson H.S., TX",TX,16.000,15.200,15.600,15.800,15.000,15.400,15.200,14.800,30.000,14.400,44.400,75.400,0,75.400,8,AAAA,,10,,,,"Dawson H.S., TX75.4",6,11,8,9,9,10,11,12,13,13,12,10,10
102,2024,North Houston Regional,9/28/2024,3,30.00,Prelims,21,"Foster H.S., TX",TX,15.400,15.100,15.250,15.900,15.100,15.500,15.450,14.750,30.200,14.100,44.300,75.050,0,75.050,9,AAAA,,11,,,,"Foster H.S., TX75.05",10,12,10,8,8,7,8,13,10,14,13,11,11
103,2024,North Houston Regional,9/28/2024,3,30.00,Prelims,8,"North Shore Senior H.S., TX",TX,14.100,15.600,14.850,13.700,14.700,14.200,15.300,14.900,30.200,15.500,45.700,74.750,0.2,74.550,10,AAAA,,12,,,,"North Shore Senior H.S., TX74.55",19,7,15,17,12,16,10,11,10,4,8,12,12
104,2024,North Houston Regional,9/28/2024,3,30.00,Prelims,15,"Churchill Fulshear H.S., TX",TX,15.200,15.000,15.100,14.800,14.600,14.700,15.000,14.400,29.400,15.300,44.700,74.500,0,74.500,11,AAAA,,13,,,,"Churchill Fulshear H.S., TX74.5",12,13,13,13,13,12,14,17,15,6,11,13,13
105,2024,North Houston Regional,9/28/2024,3,30.00,Prelims,10,"Obra D. Tompkins H.S., TX",TX,15.500,14.700,15.100,15.100,14.100,14.600,14.900,14.500,29.400,14.500,43.900,73.600,0,73.600,12,AAAA,,14,,,,"Obra D. Tompkins H.S., TX73.6",9,15,13,11,16,14,15,16,15,12,14,14,14
106,2024,North Houston Regional,9/28/2024,3,30.00,Prelims,16,"Jordan H.S., TX",TX,15.300,15.300,15.300,15.000,14.500,14.750,15.400,14.700,30.100,13.300,43.400,73.450,0,73.450,13,AAAA,,15,,,,"Jordan H.S., TX73.45",11,10,9,12,14,11,9,14,12,18,16,15,15
107,2024,North Houston Regional,9/28/2024,3,30.00,Prelims,19,"Wylie East H.S., TX",TX,14.900,14.400,14.650,14.500,14.900,14.700,15.050,15.400,30.450,13.200,43.650,73.000,0.5,72.500,14,AAAA,,16,,,,"Wylie East H.S., TX72.5",15,18,16,15,10,12,13,7,9,19,15,16,16
108,2024,North Houston Regional,9/28/2024,3,30.00,Prelims,20,"Oak Ridge H.S., TX",TX,14.300,14.600,14.450,14.300,13.600,13.950,14.400,14.200,28.600,13.100,41.700,70.100,0,70.100,15,AAAA,,17,,,,"Oak Ridge H.S., TX70.1",18,16,17,16,19,17,17,19,17,20,18,17,17
109,2024,North Houston Regional,9/28/2024,3,30.00,Prelims,3,"Cypress Falls H.S., TX",TX,13.900,14.500,14.200,13.400,13.500,13.450,14.100,13.900,28.000,14.000,42.000,69.650,0,69.650,16,AAAA,,18,,,,"Cypress Falls H.S., TX69.65",20,17,19,19,20,19,19,21,19,15,17,18,18
110,2024,North Houston Regional,9/28/2024,3,30.00,Prelims,12,"Elkins H.S., TX",TX,14.500,14.000,14.250,13.500,13.700,13.600,14.200,14.100,28.300,13.000,41.300,69.150,0,69.150,17,AAAA,,19,,,,"Elkins H.S., TX69.15",16,20,18,18,18,18,18,20,18,21,19,19,19
111,2024,North Houston Regional,9/28/2024,3,30.00,Prelims,9,"College Station H.S., TX",TX,13.800,14.200,14.000,13.000,13.900,13.450,13.200,14.600,27.800,13.400,41.200,68.650,0,68.650,3,AAA,,20,,,,"College Station H.S., TX68.65",21,19,20,20,17,19,20,15,20,17,20,20,20
112,2024,North Houston Regional,9/28/2024,3,30.00,Prelims,4,"Magnolia West H.S., TX",TX,14.400,13.600,14.000,12.800,13.000,12.900,13.000,14.300,27.300,13.500,40.800,67.700,0,67.700,4,AAA,,21,,,,"Magnolia West H.S., TX67.7",17,21,20,21,22,21,21,18,21,16,21,21,21
113,2024,North Houston Regional,9/28/2024,3,30.00,Prelims,6,"Magnolia H.S., TX",TX,12.800,12.900,12.850,12.200,13.200,12.700,12.400,13.700,26.100,12.900,39.000,64.550,0,64.550,5,AAA,,22,,,,"Magnolia H.S., TX64.55",23,22,22,22,21,22,22,22,22,22,22,22,22
114,2024,North Houston Regional,9/28/2024,3,30.00,Prelims,13,"Willis H.S., TX",TX,12.900,12.200,12.550,11.900,12.200,12.050,11.900,12.000,23.900,11.600,35.500,60.100,0,60.100,18,AAAA,,23,,,,"Willis H.S., TX60.1",22,23,23,23,23,23,23,23,23,23,23,23,23
115,2024,North Houston Regional,9/28/2024,3,30.00,Prelims,1,"Freeman H.S., TX",TX,11.100,11.800,11.450,11.500,11.800,11.650,11.400,11.400,22.800,11.000,33.800,56.900,0,56.900,1,A,,24,,,,"Freeman H.S., TX56.9",24,24,24,24,24,24,24,24,24,24,24,24,24
116,2024,West Texas Regional,9/28/2024,3,30.00,Prelims,18,"Braswell H.S., TX",TX,15.600,16.000,15.800,15.800,16.100,15.950,16.900,16.900,33.800,15.900,49.700,81.450,0,81.450,1,AAAA,,1,,,,"Braswell H.S., TX81.45",1,3,1,1,1,1,1,1,1,2,1,1,1
117,2024,West Texas Regional,9/28/2024,3,30.00,Prelims,11,"Richland H.S., TX",TX,14.800,16.300,15.550,15.600,15.800,15.700,16.100,16.300,32.400,16.100,48.500,79.750,0,79.750,1,AAA,,2,,,,"Richland H.S., TX79.75",3,2,3,2,2,2,3,3,3,1,3,2,2
118,2024,West Texas Regional,9/28/2024,3,30.00,Prelims,13,"Permian H.S., TX",TX,14.600,16.600,15.600,15.200,14.800,15.000,16.600,16.700,33.300,15.700,49.000,79.600,0,79.600,2,AAAA,,3,,,,"Permian H.S., TX79.6",5,1,2,3,6,4,2,2,2,3,2,3,3
119,2024,West Texas Regional,9/28/2024,3,30.00,Prelims,12,"W.E. Boswell H.S., TX",TX,15.100,15.200,15.150,14.200,15.300,14.750,15.400,15.500,30.900,15.100,46.000,75.900,0.6,75.300,2,AAA,,4,,,,"W.E. Boswell H.S., TX75.3",2,5,4,7,3,5,4,4,4,5,4,4,4
120,2024,West Texas Regional,9/28/2024,3,30.00,Prelims,7,"Nimitz H.S., TX",TX,14.700,14.600,14.650,14.300,14.900,14.600,14.300,14.900,29.200,14.900,44.100,73.350,0.3,73.050,3,AAA,,5,,,,"Nimitz H.S., TX73.05",4,8,5,6,5,6,8,6,7,6,5,5,5
121,2024,West Texas Regional,9/28/2024,3,30.00,Prelims,9,"Lubbock-Cooper H.S., TX",TX,13.800,15.400,14.600,13.800,14.700,14.250,14.500,15.000,29.500,13.500,43.000,71.850,0,71.850,4,AAA,,6,,,,"Lubbock-Cooper H.S., TX71.85",8,4,6,10,7,7,6,5,6,10,6,6,6
122,2024,West Texas Regional,9/28/2024,3,30.00,Prelims,2,"V. Sue Cleveland H.S., NM",NM,14.400,14.400,14.400,13.500,14.300,13.900,13.400,13.300,26.700,15.200,41.900,70.200,0,70.200,3,AAAA,,7,,,,"V. Sue Cleveland H.S., NM70.2",7,9,7,13,8,9,13,12,12,4,9,7,7
123,2024,West Texas Regional,9/28/2024,3,30.00,Prelims,4,"Del Rio H.S., TX",TX,11.700,14.800,13.250,15.000,13.400,14.200,15.100,14.700,29.800,12.600,42.400,69.850,0,69.850,5,AAA,,8,,,,"Del Rio H.S., TX69.85",11,7,10,4,11,8,5,7,5,15,7,8,8
124,2024,West Texas Regional,9/28/2024,3,30.00,Prelims,10,"Pecos H.S., TX",TX,13.100,15.000,14.050,13.600,13.200,13.400,14.400,13.600,28.000,13.700,41.700,69.150,0,69.150,1,AA,,9,,,,"Pecos H.S., TX69.15",9,6,8,12,12,12,7,10,9,9,10,9,9
125,2024,West Texas Regional,9/28/2024,3,30.00,Prelims,16,"Frenship H.S., TX",TX,14.500,13.400,13.950,14.900,15.200,15.050,13.500,13.200,26.700,13.300,40.000,69.000,0,69.000,4,AAAA,,10,,,,"Frenship H.S., TX69",6,12,9,5,4,3,12,13,12,12,12,10,10
126,2024,West Texas Regional,9/28/2024,3,30.00,Prelims,5,"Midland H.S., TX",TX,11.400,13.800,12.600,13.700,13.800,13.750,14.200,14.100,28.300,14.100,42.400,68.750,0,68.750,5,AAAA,,11,,,,"Midland H.S., TX68.75",13,10,11,11,9,11,9,8,8,7,7,11,11
127,2024,West Texas Regional,9/28/2024,3,30.00,Prelims,6,"Odessa H.S., TX",TX,11.100,13.200,12.150,13.900,12.500,13.200,13.800,13.800,27.600,13.400,41.000,66.350,0,66.350,6,AAAA,,12,,,,"Odessa H.S., TX66.35",15,14,14,9,15,13,11,9,10,11,11,12,12
128,2024,West Texas Regional,9/28/2024,3,30.00,Prelims,14,"Randall H.S., TX",TX,11.000,13.300,12.150,13.200,12.400,12.800,13.900,13.400,27.300,12.400,39.700,64.650,0,64.650,2,AA,,13,,,,"Randall H.S., TX64.65",16,13,14,14,16,14,10,11,11,16,13,13,13
129,2024,West Texas Regional,9/28/2024,3,30.00,Prelims,15,"Riverside H.S., TX",TX,11.300,12.800,12.050,14.100,13.600,13.850,12.700,12.700,25.400,13.200,38.600,64.500,0,64.500,3,AA,,14,,,,"Riverside H.S., TX64.5",14,16,16,8,10,10,15,15,15,13,15,14,14
130,2024,West Texas Regional,9/28/2024,3,30.00,Prelims,8,"Legacy H.S., TX",TX,11.500,13.500,12.500,11.700,12.900,12.300,12.900,12.900,25.800,13.100,38.900,63.700,0,63.700,7,AAAA,,15,,,,"Legacy H.S., TX63.7",12,11,12,17,13,16,14,14,14,14,14,15,15
131,2024,West Texas Regional,9/28/2024,3,30.00,Prelims,1,"Hobbs H.S., NM",NM,11.800,13.100,12.450,12.100,12.800,12.450,12.200,12.400,24.600,13.900,38.500,63.400,0,63.400,8,AAAA,,16,,,,"Hobbs H.S., NM63.4",10,15,13,15,14,15,16,16,16,8,16,16,16
132,2024,West Texas Regional,9/28/2024,3,30.00,Prelims,3,"Lubbock-Cooper Liberty H.S., TX",TX,10.500,12.300,11.400,11.900,11.900,11.900,12.000,12.100,24.100,12.000,36.100,59.400,0,59.400,1,A,,17,,,,"Lubbock-Cooper Liberty H.S., TX59.4",17,17,17,16,17,17,17,17,17,17,17,17,17
133,2024,West Texas Regional,9/28/2024,3,30.00,Prelims,17,"Tulia H.S., TX",TX,10.300,11.300,10.800,11.400,11.800,11.600,11.800,11.900,23.700,11.800,35.500,57.900,0,57.900,2,A,,18,,,,"Tulia H.S., TX57.9",18,18,18,18,18,18,18,18,18,18,18,18,18
134,2024,Austin Regional,9/21/2024,2,25.00,Finals,11,"Vandegrift H.S., TX",TX,17.200,16.300,16.750,17.200,16.600,16.900,16.700,17.000,33.700,17.200,50.900,84.550,0,84.550,,AAAA,,1,,,,"Vandegrift H.S., TX84.55",2,1,1,1,1,1,1,1,1,2,1,1,1
135,2024,Austin Regional,9/21/2024,2,25.00,Finals,7,"Cedar Park H.S., TX",TX,16.800,16.200,16.500,16.700,15.900,16.300,16.300,16.700,33.000,16.700,49.700,82.500,0,82.500,,AAA,,2,,,,"Cedar Park H.S., TX82.5",4,2,3,3,4,2,3,2,2,3,3,2,2
136,2024,Austin Regional,9/21/2024,2,25.00,Finals,12,"Rouse H.S., TX",TX,16.100,15.500,15.800,16.200,16.400,16.300,16.500,16.100,32.600,17.400,50.000,82.100,0.3,81.800,,AAA,,3,,,,"Rouse H.S., TX81.8",6,4,5,5,2,2,2,4,3,1,2,3,3
137,2024,Austin Regional,9/21/2024,2,25.00,Finals,10,"Cedar Ridge H.S., TX",TX,16.900,15.200,16.050,16.300,16.100,16.200,15.900,16.300,32.200,15.900,48.100,80.350,0,80.350,,AAAA,,4,,,,"Cedar Ridge H.S., TX80.35",3,5,4,4,3,4,5,3,4,5,4,4,4
138,2024,Austin Regional,9/21/2024,2,25.00,Finals,9,"Vista Ridge H.S., TX",TX,17.400,16.000,16.700,17.000,15.150,16.075,16.100,15.900,32.000,15.500,47.500,80.275,0,80.275,,AAAA,,5,,,,"Vista Ridge H.S., TX80.275",1,3,2,2,7,5,4,5,5,7,5,5,5
139,2024,Austin Regional,9/21/2024,2,25.00,Finals,8,"Westlake H.S., TX",TX,16.500,15.100,15.800,15.500,15.200,15.350,15.700,14.900,30.600,16.400,47.000,78.150,0,78.150,,AAAA,,6,,,,"Westlake H.S., TX78.15",5,6,5,9,6,7,6,9,6,4,6,6,6
140,2024,Austin Regional,9/21/2024,2,25.00,Finals,4,"Leander H.S., TX",TX,16.000,14.400,15.200,15.600,15.000,15.300,15.300,15.300,30.600,15.700,46.300,76.800,0,76.800,,AAA,,7,,,,"Leander H.S., TX76.8",7,9,8,8,8,8,7,7,6,6,7,7,7
141,2024,Austin Regional,9/21/2024,2,25.00,Finals,2,"Westwood H.S., TX",TX,15.700,15.000,15.350,15.100,14.400,14.750,14.700,15.500,30.200,15.200,45.400,75.500,0,75.500,,AAAA,,8,,,,"Westwood H.S., TX75.5",8,7,7,10,10,10,10,6,8,8,8,8,8
142,2024,Austin Regional,9/21/2024,2,25.00,Finals,1,"Round Rock H.S., TX",TX,15.300,14.700,15.000,15.700,14.800,15.250,14.900,15.100,30.000,14.800,44.800,75.050,0,75.050,,AAAA,,9,,,,"Round Rock H.S., TX75.05",9,8,9,7,9,9,9,8,9,10,9,9,9
143,2024,Austin Regional,9/21/2024,2,25.00,Finals,6,"Lake Travis H.S., TX",TX,15.000,14.100,14.550,15.800,15.700,15.750,15.200,14.400,29.600,15.000,44.600,74.900,0,74.900,,AAAA,,10,,,,"Lake Travis H.S., TX74.9",10,10,10,6,5,6,8,10,10,9,10,10,10
144,2024,Austin Regional,9/21/2024,2,25.00,Finals,5,"Klein Cain H.S., TX",TX,14.600,13.500,14.050,14.000,13.800,13.900,14.500,13.700,28.200,14.400,42.600,70.550,0.1,70.450,,AAAA,,11,,,,"Klein Cain H.S., TX70.45",11,12,11,12,11,11,11,11,11,12,11,11,11
145,2024,Austin Regional,9/21/2024,2,25.00,Finals,3,"Hutto H.S., TX",TX,14.300,13.700,14.000,14.200,13.600,13.900,14.300,13.500,27.800,14.600,42.400,70.300,0.1,70.200,,AAAA,,12,,,,"Hutto H.S., TX70.2",12,11,12,11,12,11,12,12,12,11,12,12,12
146,2024,Central Ohio Regional,9/21/2024,2,25.00,Finals,8,"Kiski Area H.S., PA",PA,16.000,16.000,16.000,15.900,15.800,15.850,16.700,15.200,31.900,16.000,47.900,79.750,0,79.750,,AA,,1,,,,"Kiski Area H.S., PA79.75",1,1,1,2,2,2,1,1,1,2,1,1,1
147,2024,Central Ohio Regional,9/21/2024,2,25.00,Finals,7,"Lakota West H.S., OH",OH,15.900,15.900,15.900,15.800,16.100,15.950,16.200,15.100,31.300,16.100,47.400,79.250,0,79.250,,AAAA,,2,,,,"Lakota West H.S., OH79.25",2,2,2,3,1,1,3,2,2,1,2,2,2
148,2024,Central Ohio Regional,9/21/2024,2,25.00,Finals,10,"Campbell County H.S., KY",KY,15.200,15.200,15.200,14.800,15.000,14.900,16.400,14.900,31.300,15.700,47.000,77.100,0,77.100,,AA,,3,,,,"Campbell County H.S., KY77.1",3,3,3,7,6,6,2,3,2,3,3,3,3
149,2024,Central Ohio Regional,9/21/2024,2,25.00,Finals,11,"Westfield H.S., IN",IN,15.000,15.000,15.000,16.100,15.400,15.750,16.000,14.550,30.550,15.500,46.050,76.800,0,76.800,,AAAA,,4,,,,"Westfield H.S., IN76.8",4,4,4,1,4,3,4,7,4,4,4,4,4
150,2024,Central Ohio Regional,9/21/2024,2,25.00,Finals,12,"Prospect H.S., IL",IL,14.850,14.850,14.850,14.700,15.200,14.950,15.300,14.650,29.950,14.900,44.850,74.650,0,74.650,,AAA,,5,,,,"Prospect H.S., IL74.65",5,5,5,8,5,5,7,5,5,7,6,5,5
151,2024,Central Ohio Regional,9/21/2024,2,25.00,Finals,9,"Centerville H.S., OH",OH,13.800,13.800,13.800,15.200,15.600,15.400,15.600,14.350,29.950,15.200,45.150,74.350,0,74.350,,AAAA,,6,,,,"Centerville H.S., OH74.35",11,11,11,4,3,4,5,10,5,5,5,6,6
152,2024,Central Ohio Regional,9/21/2024,2,25.00,Finals,5,"Kettering Fairmont H.S., OH",OH,14.400,14.400,14.400,14.500,14.500,14.500,15.200,14.700,29.900,14.800,44.700,73.600,0,73.600,,AAA,,7,,,,"Kettering Fairmont H.S., OH73.6",8,8,8,10,8,9,8,4,7,8,7,7,7
153,2024,Central Ohio Regional,9/21/2024,2,25.00,Finals,6,"Anderson County H.S., KY",KY,14.300,14.300,14.300,15.000,14.300,14.650,14.600,14.600,29.200,15.100,44.300,73.250,0,73.250,,AA,,8,,,,"Anderson County H.S., KY73.25",9,9,9,5,9,7,10,6,9,6,9,8,8
154,2024,Central Ohio Regional,9/21/2024,2,25.00,Finals,3,"George Rogers Clark H.S., KY",KY,14.800,14.800,14.800,14.600,14.600,14.600,15.000,14.200,29.200,14.400,43.600,73.000,0,73.000,,AA,,9,,,,"George Rogers Clark H.S., KY73",6,6,6,9,7,8,9,11,9,10,10,9,9
155,2024,Central Ohio Regional,9/21/2024,2,25.00,Finals,4,"Beavercreek H.S., OH",OH,14.100,14.100,14.100,14.200,14.000,14.100,15.400,14.400,29.800,14.600,44.400,72.600,0,72.600,,AAA,,10,,,,"Beavercreek H.S., OH72.6",10,10,10,11,10,11,6,9,8,9,8,10,10
156,2024,Central Ohio Regional,9/21/2024,2,25.00,Finals,2,"Dublin Coffman H.S., OH",OH,14.500,14.500,14.500,14.900,13.400,14.150,14.400,14.500,28.900,13.900,42.800,71.450,0,71.450,,AAA,,12,,,,"Dublin Coffman H.S., OH71.45",7,7,7,6,11,10,11,8,11,11,11,11,11
157,2024,New Mexico Regional,9/21/2024,2,25.00,Finals,7,"Fossil Ridge H.S., CO",CO,15.200,14.900,15.050,15.900,15.100,15.500,14.900,14.600,29.500,15.500,45.000,75.550,0,75.550,,AAA,,1,,,,"Fossil Ridge H.S., CO75.55",1,1,1,1,1,1,2,1,1,1,1,1,1
158,2024,New Mexico Regional,9/21/2024,2,25.00,Finals,11,"Loveland H.S., CO",CO,14.900,14.500,14.700,15.000,14.600,14.800,15.100,14.200,29.300,14.900,44.200,73.700,0,73.700,,AA,,2,,,,"Loveland H.S., CO73.7",2,2,2,3,2,2,1,2,2,2,2,2,2
159,2024,New Mexico Regional,9/21/2024,2,25.00,Finals,8,"Eastlake H.S., TX",TX,14.200,14.200,14.200,14.900,14.500,14.700,14.700,13.800,28.500,14.500,43.000,71.900,0,71.900,,AAAA,,3,,,,"Eastlake H.S., TX71.9",6,3,3,4,3,3,3,3,3,3,3,3,3
160,2024,New Mexico Regional,9/21/2024,2,25.00,Finals,9,"Organ Mountain H.S., NM",NM,14.100,14.000,14.050,15.200,13.900,14.550,13.800,13.100,26.900,14.400,41.300,69.900,0,69.900,,AAA,,4,,,,"Organ Mountain H.S., NM69.9",7,4,5,2,6,4,6,8,6,4,5,4,4
161,2024,New Mexico Regional,9/21/2024,2,25.00,Finals,12,"Centennial H.S., NM",NM,14.300,13.200,13.750,14.200,14.400,14.300,14.200,13.500,27.700,13.800,41.500,69.550,0,69.550,,AA,,5,,,,"Centennial H.S., NM69.55",5,8,6,7,4,6,4,4,4,7,4,5,5
162,2024,New Mexico Regional,9/21/2024,2,25.00,Finals,10,"Pecos H.S., TX",TX,14.500,13.800,14.150,14.500,14.200,14.350,13.900,13.300,27.200,13.700,40.900,69.400,0,69.400,,AA,,6,,,,"Pecos H.S., TX69.4",3,5,4,6,5,5,5,6,5,8,6,6,6
163,2024,New Mexico Regional,9/21/2024,2,25.00,Finals,6,"Andress H.S., TX",TX,13.900,13.600,13.750,14.700,13.300,14.000,13.500,12.900,26.400,14.300,40.700,68.450,0,68.450,,AA,,7,,,,"Andress H.S., TX68.45",8,6,6,5,9,7,8,10,9,5,7,7,7
164,2024,New Mexico Regional,9/21/2024,2,25.00,Finals,5,"Volcano Vista H.S., NM",NM,14.400,13.100,13.750,14.100,13.800,13.950,12.900,13.200,26.100,14.100,40.200,67.900,0,67.900,,AAA,,8,,,,"Volcano Vista H.S., NM67.9",4,9,6,8,7,8,10,7,10,6,8,8,8
165,2024,New Mexico Regional,9/21/2024,2,25.00,Finals,1,"Las Cruces H.S., NM",NM,12.300,13.400,12.850,13.700,12.600,13.150,13.600,13.000,26.600,13.600,40.200,66.200,0,66.200,,AA,,9,,,,"Las Cruces H.S., NM66.2",12,7,10,10,10,10,7,9,7,9,8,9,9
166,2024,New Mexico Regional,9/21/2024,2,25.00,Finals,2,"Del Valle H.S., TX",TX,13.400,12.800,13.100,12.800,12.400,12.600,13.100,13.400,26.500,13.400,39.900,65.600,0,65.600,,AAA,,10,,,,"Del Valle H.S., TX65.6",9,10,9,12,11,12,9,5,8,10,10,10,10
167,2024,New Mexico Regional,9/21/2024,2,25.00,Finals,3,"Bel Air H.S., TX",TX,13.000,12.400,12.700,13.600,13.400,13.500,12.600,12.700,25.300,12.800,38.100,64.300,0,64.300,,AA,,11,,,,"Bel Air H.S., TX64.3",10,11,11,11,8,9,11,11,11,12,11,11,11
168,2024,New Mexico Regional,9/21/2024,2,25.00,Finals,4,"Americas H.S., TX",TX,12.500,12.100,12.300,14.000,11.800,12.900,12.300,12.500,24.800,13.100,37.900,63.100,0,63.100,,AAA,,12,,,,"Americas H.S., TX63.1",11,12,12,9,12,11,12,12,12,11,12,12,12
169,2024,Austin Regional,9/21/2024,2,20.00,Prelims,8,"Vandegrift H.S., TX",TX,16.900,16.600,16.750,16.900,17.000,16.950,16.800,16.400,33.200,17.000,50.200,83.900,0,83.900,1,AAAA,,1,,,,"Vandegrift H.S., TX83.9",1,1,1,1,1,1,1,4,1,1,1,1,1
170,2024,Austin Regional,9/21/2024,2,20.00,Prelims,4,"Cedar Park H.S., TX",TX,16.600,16.100,16.350,16.000,16.400,16.200,16.500,16.700,33.200,16.500,49.700,82.250,0,82.250,1,AAA,,2,,,,"Cedar Park H.S., TX82.25",2,2,2,4,4,3,2,2,1,3,2,2,2
